Disease,Symptom_1,Symptom_2,Symptom_3,Specialization,Name,State,City,user_rating,schedule,Disease_Encoded,Symptom_1_Encoded,Symptom_2_Encoded,Symptom_3_Encoded,Specialization_Encoded,Name_Encoded,State_Encoded,City_Encoded,schedule_Encoded
1,13,16,11,1,317,2,41,3,13,1,13,16,11,1,317,2,41,13
1,13,16,11,1,320,2,31,3,14,1,13,16,11,1,320,2,31,14
1,13,16,11,1,323,2,41,2,7,1,13,16,11,1,323,2,41,7
1,13,16,11,1,349,2,31,4,16,1,13,16,11,1,349,2,31,16
1,13,16,11,1,364,2,41,2,3,1,13,16,11,1,364,2,41,3
1,13,16,11,1,369,2,41,0,10,1,13,16,11,1,369,2,41,10
1,13,16,11,1,371,2,41,0,14,1,13,16,11,1,371,2,41,14
1,13,16,11,1,372,2,41,4,5,1,13,16,11,1,372,2,41,5
1,13,16,11,1,373,2,41,5,0,1,13,16,11,1,373,2,41,0
1,13,16,11,1,376,2,41,5,15,1,13,16,11,1,376,2,41,15
1,13,16,11,1,378,2,41,0,7,1,13,16,11,1,378,2,41,7
1,13,16,11,1,386,2,41,4,20,1,13,16,11,1,386,2,41,20
1,13,16,11,1,388,2,41,1,20,1,13,16,11,1,388,2,41,20
1,13,16,11,1,397,2,31,4,4,1,13,16,11,1,397,2,31,4
1,13,16,11,1,399,2,31,1,10,1,13,16,11,1,399,2,31,10
1,13,16,11,1,400,2,41,2,10,1,13,16,11,1,400,2,41,10
1,13,16,11,1,403,2,41,2,9,1,13,16,11,1,403,2,41,9
1,13,16,11,1,406,2,31,0,11,1,13,16,11,1,406,2,31,11
1,13,16,11,1,407,2,41,1,19,1,13,16,11,1,407,2,41,19
1,13,16,11,1,408,2,41,1,6,1,13,16,11,1,408,2,41,6
1,13,16,11,1,411,2,41,1,13,1,13,16,11,1,411,2,41,13
1,13,16,11,1,412,2,41,1,16,1,13,16,11,1,412,2,41,16
1,13,16,11,1,15,4,4,3,15,1,13,16,11,1,15,4,4,15
1,13,16,11,1,18,4,14,3,20,1,13,16,11,1,18,4,14,20
1,13,16,11,1,19,4,35,2,10,1,13,16,11,1,19,4,35,10
1,13,16,11,1,20,4,13,3,1,1,13,16,11,1,20,4,13,1
1,13,16,11,1,21,4,4,0,19,1,13,16,11,1,21,4,4,19
1,13,16,11,1,23,4,32,3,9,1,13,16,11,1,23,4,32,9
1,13,16,11,1,24,4,35,5,18,1,13,16,11,1,24,4,35,18
1,13,16,11,1,27,4,32,4,11,1,13,16,11,1,27,4,32,11
1,13,16,11,1,29,4,13,1,11,1,13,16,11,1,29,4,13,11
1,13,16,11,1,36,4,4,2,15,1,13,16,11,1,36,4,4,15
1,13,16,11,1,37,4,13,4,13,1,13,16,11,1,37,4,13,13
1,13,16,11,1,39,4,13,3,18,1,13,16,11,1,39,4,13,18
1,13,16,11,1,52,4,14,4,11,1,13,16,11,1,52,4,14,11
1,13,16,11,1,62,4,13,4,11,1,13,16,11,1,62,4,13,11
1,13,16,11,1,63,4,13,4,21,1,13,16,11,1,63,4,13,21
1,13,16,11,1,72,4,14,3,18,1,13,16,11,1,72,4,14,18
1,13,16,11,1,76,4,4,4,11,1,13,16,11,1,76,4,4,11
1,13,16,11,1,78,4,14,4,7,1,13,16,11,1,78,4,14,7
1,13,16,11,1,83,4,13,4,16,1,13,16,11,1,83,4,13,16
1,13,16,11,1,86,4,13,0,4,1,13,16,11,1,86,4,13,4
1,13,16,11,1,88,4,13,4,12,1,13,16,11,1,88,4,13,12
1,13,16,11,1,92,4,13,3,19,1,13,16,11,1,92,4,13,19
1,13,16,11,1,95,4,13,2,17,1,13,16,11,1,95,4,13,17
1,13,16,11,1,96,4,13,5,12,1,13,16,11,1,96,4,13,12
1,13,16,11,1,97,4,32,5,12,1,13,16,11,1,97,4,32,12
1,13,16,11,1,101,4,13,5,1,1,13,16,11,1,101,4,13,1
1,13,16,11,1,102,4,13,0,9,1,13,16,11,1,102,4,13,9
1,13,16,11,1,104,4,13,1,11,1,13,16,11,1,104,4,13,11
1,13,16,11,1,105,4,13,5,9,1,13,16,11,1,105,4,13,9
1,13,16,11,1,113,4,13,1,3,1,13,16,11,1,113,4,13,3
1,13,16,11,1,118,4,4,3,16,1,13,16,11,1,118,4,4,16
1,13,16,11,1,119,4,34,0,3,1,13,16,11,1,119,4,34,3
1,13,16,11,1,120,4,34,5,3,1,13,16,11,1,120,4,34,3
1,13,16,11,1,121,4,13,0,15,1,13,16,11,1,121,4,13,15
1,13,16,11,1,122,4,14,1,9,1,13,16,11,1,122,4,14,9
1,13,16,11,1,124,4,14,2,15,1,13,16,11,1,124,4,14,15
1,13,16,11,1,127,4,24,4,15,1,13,16,11,1,127,4,24,15
1,13,16,11,1,128,4,28,2,12,1,13,16,11,1,128,4,28,12
1,13,16,11,1,133,4,13,0,12,1,13,16,11,1,133,4,13,12
1,13,16,11,1,135,4,13,5,21,1,13,16,11,1,135,4,13,21
1,13,16,11,1,140,4,4,3,14,1,13,16,11,1,140,4,4,14
1,13,16,11,1,141,4,14,2,4,1,13,16,11,1,141,4,14,4
1,13,16,11,1,149,4,18,2,9,1,13,16,11,1,149,4,18,9
1,13,16,11,1,150,4,34,5,21,1,13,16,11,1,150,4,34,21
1,13,16,11,1,151,4,14,0,4,1,13,16,11,1,151,4,14,4
1,13,16,11,1,154,4,13,5,20,1,13,16,11,1,154,4,13,20
1,13,16,11,1,161,4,4,1,16,1,13,16,11,1,161,4,4,16
1,13,16,11,1,163,4,13,0,1,1,13,16,11,1,163,4,13,1
1,13,16,11,1,170,4,7,2,10,1,13,16,11,1,170,4,7,10
1,13,16,11,1,172,4,17,2,4,1,13,16,11,1,172,4,17,4
1,13,16,11,1,175,4,12,3,10,1,13,16,11,1,175,4,12,10
1,13,16,11,1,177,4,13,2,21,1,13,16,11,1,177,4,13,21
1,13,16,11,1,178,4,10,3,9,1,13,16,11,1,178,4,10,9
1,13,16,11,1,189,4,28,2,6,1,13,16,11,1,189,4,28,6
1,13,16,11,1,193,4,12,1,20,1,13,16,11,1,193,4,12,20
1,13,16,11,1,198,4,13,2,20,1,13,16,11,1,198,4,13,20
1,13,16,11,1,200,4,13,3,16,1,13,16,11,1,200,4,13,16
1,13,16,11,1,203,4,34,3,9,1,13,16,11,1,203,4,34,9
1,13,16,11,1,206,4,4,3,5,1,13,16,11,1,206,4,4,5
1,13,16,11,1,208,4,34,2,11,1,13,16,11,1,208,4,34,11
1,13,16,11,1,215,4,13,3,8,1,13,16,11,1,215,4,13,8
1,13,16,11,1,216,4,13,4,0,1,13,16,11,1,216,4,13,0
1,13,16,11,1,217,4,12,1,1,1,13,16,11,1,217,4,12,1
1,13,16,11,1,218,4,12,2,21,1,13,16,11,1,218,4,12,21
1,13,16,11,1,222,4,6,3,10,1,13,16,11,1,222,4,6,10
1,13,16,11,1,224,4,13,1,11,1,13,16,11,1,224,4,13,11
1,13,16,11,1,224,4,18,2,15,1,13,16,11,1,224,4,18,15
1,13,16,11,1,228,4,13,1,11,1,13,16,11,1,228,4,13,11
1,13,16,11,1,235,4,14,4,13,1,13,16,11,1,235,4,14,13
1,13,16,11,1,242,4,13,2,12,1,13,16,11,1,242,4,13,12
1,13,16,11,1,253,4,14,3,3,1,13,16,11,1,253,4,14,3
1,13,16,11,1,254,4,33,0,17,1,13,16,11,1,254,4,33,17
1,13,16,11,1,256,4,13,3,16,1,13,16,11,1,256,4,13,16
1,13,16,11,1,258,4,13,2,14,1,13,16,11,1,258,4,13,14
1,13,16,11,1,259,4,14,3,6,1,13,16,11,1,259,4,14,6
1,13,16,11,1,264,4,13,0,14,1,13,16,11,1,264,4,13,14
1,13,16,11,1,266,4,14,0,0,1,13,16,11,1,266,4,14,0
1,13,16,11,1,268,4,13,0,18,1,13,16,11,1,268,4,13,18
1,13,16,11,1,270,4,13,3,11,1,13,16,11,1,270,4,13,11
1,13,16,11,1,271,4,13,2,12,1,13,16,11,1,271,4,13,12
1,13,16,11,1,274,4,4,3,10,1,13,16,11,1,274,4,4,10
1,13,16,11,1,275,4,13,0,12,1,13,16,11,1,275,4,13,12
1,13,16,11,1,280,4,23,4,19,1,13,16,11,1,280,4,23,19
1,13,16,11,1,282,4,14,0,21,1,13,16,11,1,282,4,14,21
1,13,16,11,1,289,4,4,5,16,1,13,16,11,1,289,4,4,16
1,13,16,11,1,292,4,34,0,11,1,13,16,11,1,292,4,34,11
1,13,16,11,1,298,4,13,5,15,1,13,16,11,1,298,4,13,15
1,13,16,11,1,308,4,4,2,5,1,13,16,11,1,308,4,4,5
1,13,16,11,1,316,4,13,3,2,1,13,16,11,1,316,4,13,2
1,13,16,11,1,325,4,4,2,9,1,13,16,11,1,325,4,4,9
1,13,16,11,1,329,4,4,3,20,1,13,16,11,1,329,4,4,20
1,13,16,11,1,331,4,4,5,13,1,13,16,11,1,331,4,4,13
1,13,16,11,1,332,4,34,0,14,1,13,16,11,1,332,4,34,14
1,13,16,11,1,337,4,12,0,21,1,13,16,11,1,337,4,12,21
1,13,16,11,1,341,4,8,0,19,1,13,16,11,1,341,4,8,19
1,13,16,11,1,344,4,4,3,2,1,13,16,11,1,344,4,4,2
1,13,16,11,1,345,4,4,0,1,1,13,16,11,1,345,4,4,1
1,13,16,11,1,346,4,36,2,15,1,13,16,11,1,346,4,36,15
1,13,16,11,1,348,4,16,2,14,1,13,16,11,1,348,4,16,14
1,13,16,11,1,351,4,13,0,17,1,13,16,11,1,351,4,13,17
1,13,16,11,1,353,4,12,4,0,1,13,16,11,1,353,4,12,0
1,13,16,11,1,354,4,40,3,4,1,13,16,11,1,354,4,40,4
1,13,16,11,1,355,4,33,4,17,1,13,16,11,1,355,4,33,17
1,13,16,11,1,356,4,12,5,16,1,13,16,11,1,356,4,12,16
1,13,16,11,1,357,4,13,0,9,1,13,16,11,1,357,4,13,9
1,13,16,11,1,359,4,12,4,15,1,13,16,11,1,359,4,12,15
1,13,16,11,1,360,4,12,3,0,1,13,16,11,1,360,4,12,0
1,13,16,11,1,361,4,13,5,20,1,13,16,11,1,361,4,13,20
1,13,16,11,1,362,4,14,3,15,1,13,16,11,1,362,4,14,15
1,13,16,11,1,364,4,23,4,3,1,13,16,11,1,364,4,23,3
1,13,16,11,1,365,4,13,5,8,1,13,16,11,1,365,4,13,8
1,13,16,11,1,366,4,13,1,5,1,13,16,11,1,366,4,13,5
1,13,16,11,1,366,4,8,5,5,1,13,16,11,1,366,4,8,5
1,13,16,11,1,367,4,13,3,6,1,13,16,11,1,367,4,13,6
1,13,16,11,1,380,4,4,0,8,1,13,16,11,1,380,4,4,8
1,13,16,11,1,3,0,38,0,17,1,13,16,11,1,3,0,38,17
1,13,16,11,1,342,6,19,0,5,1,13,16,11,1,342,6,19,5
1,13,16,11,1,7,3,11,5,20,1,13,16,11,1,7,3,11,20
1,13,16,11,1,8,3,11,5,10,1,13,16,11,1,8,3,11,10
1,13,16,11,1,98,1,44,1,15,1,13,16,11,1,98,1,44,15
1,13,16,11,1,182,1,29,0,0,1,13,16,11,1,182,1,29,0
1,10,13,7,1,4,5,26,4,6,1,10,13,7,1,4,5,26,6
1,10,13,7,1,5,5,26,1,10,1,10,13,7,1,5,5,26,10
1,10,13,7,1,100,5,25,5,1,1,10,13,7,1,100,5,25,1
1,10,13,7,1,197,5,25,5,21,1,10,13,7,1,197,5,25,21
1,10,13,7,1,398,5,25,3,4,1,10,13,7,1,398,5,25,4
1,10,13,7,1,174,7,21,1,1,1,10,13,7,1,174,7,21,1
1,10,13,7,1,13,8,1,0,8,1,10,13,7,1,13,8,1,8
1,10,13,7,1,22,8,42,0,15,1,10,13,7,1,22,8,42,15
1,10,13,7,1,46,8,42,4,9,1,10,13,7,1,46,8,42,9
1,10,13,7,1,285,8,42,3,15,1,10,13,7,1,285,8,42,15
1,10,13,7,1,383,8,42,3,10,1,10,13,7,1,383,8,42,10
1,10,13,7,1,392,8,42,1,7,1,10,13,7,1,392,8,42,7
1,10,13,7,1,393,8,42,5,6,1,10,13,7,1,393,8,42,6
1,10,13,7,1,231,9,20,5,21,1,10,13,7,1,231,9,20,21
1,10,13,7,1,35,2,41,0,20,1,10,13,7,1,35,2,41,20
1,10,13,7,1,51,2,41,0,9,1,10,13,7,1,51,2,41,9
1,10,13,7,1,67,2,31,1,0,1,10,13,7,1,67,2,31,0
1,10,13,7,1,68,2,41,2,7,1,10,13,7,1,68,2,41,7
1,10,13,7,1,106,2,31,0,15,1,10,13,7,1,106,2,31,15
1,10,13,7,1,107,2,41,3,21,1,10,13,7,1,107,2,41,21
1,10,13,7,1,112,2,31,5,12,1,10,13,7,1,112,2,31,12
1,10,13,7,1,116,2,41,1,0,1,10,13,7,1,116,2,41,0
1,10,13,7,1,181,2,41,1,0,1,10,13,7,1,181,2,41,0
1,10,13,7,1,184,2,41,4,12,1,10,13,7,1,184,2,41,12
1,10,13,7,1,209,2,41,0,14,1,10,13,7,1,209,2,41,14
1,10,13,7,1,212,2,41,5,1,1,10,13,7,1,212,2,41,1
1,10,13,7,1,233,2,31,0,16,1,10,13,7,1,233,2,31,16
1,10,13,7,1,237,2,41,3,14,1,10,13,7,1,237,2,41,14
1,10,13,7,1,246,2,31,2,2,1,10,13,7,1,246,2,31,2
1,10,13,7,1,247,2,31,3,0,1,10,13,7,1,247,2,31,0
1,10,13,7,1,250,2,41,2,13,1,10,13,7,1,250,2,41,13
1,10,13,7,1,262,2,41,4,5,1,10,13,7,1,262,2,41,5
1,10,13,7,1,281,2,41,3,17,1,10,13,7,1,281,2,41,17
1,10,13,7,1,287,2,31,5,19,1,10,13,7,1,287,2,31,19
1,10,13,7,1,288,2,31,5,4,1,10,13,7,1,288,2,31,4
1,10,13,7,1,290,2,41,3,14,1,10,13,7,1,290,2,41,14
1,10,13,7,1,297,2,41,0,17,1,10,13,7,1,297,2,41,17
1,10,13,7,1,303,2,41,3,3,1,10,13,7,1,303,2,41,3
1,10,13,7,1,304,2,31,0,14,1,10,13,7,1,304,2,31,14
1,10,13,7,1,305,2,41,4,0,1,10,13,7,1,305,2,41,0
1,10,13,7,1,306,2,31,2,12,1,10,13,7,1,306,2,31,12
1,10,13,7,1,307,2,41,3,6,1,10,13,7,1,307,2,41,6
1,10,13,7,1,308,2,41,5,17,1,10,13,7,1,308,2,41,17
1,10,13,7,1,313,2,41,5,14,1,10,13,7,1,313,2,41,14
1,10,13,7,1,317,2,41,4,1,1,10,13,7,1,317,2,41,1
1,10,13,7,1,320,2,31,0,20,1,10,13,7,1,320,2,31,20
1,10,13,7,1,323,2,41,2,17,1,10,13,7,1,323,2,41,17
1,10,13,7,1,349,2,31,3,17,1,10,13,7,1,349,2,31,17
1,10,13,7,1,364,2,41,3,7,1,10,13,7,1,364,2,41,7
1,10,13,7,1,369,2,41,1,14,1,10,13,7,1,369,2,41,14
1,10,13,7,1,371,2,41,5,20,1,10,13,7,1,371,2,41,20
1,10,13,7,1,372,2,41,3,4,1,10,13,7,1,372,2,41,4
1,10,13,7,1,373,2,41,4,13,1,10,13,7,1,373,2,41,13
1,10,13,7,1,376,2,41,5,10,1,10,13,7,1,376,2,41,10
1,10,13,7,1,378,2,41,5,19,1,10,13,7,1,378,2,41,19
1,10,13,7,1,386,2,41,3,15,1,10,13,7,1,386,2,41,15
1,10,13,7,1,388,2,41,3,9,1,10,13,7,1,388,2,41,9
1,10,13,7,1,397,2,31,1,7,1,10,13,7,1,397,2,31,7
1,10,13,7,1,399,2,31,1,0,1,10,13,7,1,399,2,31,0
1,10,13,7,1,400,2,41,1,1,1,10,13,7,1,400,2,41,1
1,10,13,7,1,403,2,41,3,12,1,10,13,7,1,403,2,41,12
1,10,13,7,1,406,2,31,2,5,1,10,13,7,1,406,2,31,5
1,10,13,7,1,407,2,41,2,8,1,10,13,7,1,407,2,41,8
1,10,13,7,1,408,2,41,4,1,1,10,13,7,1,408,2,41,1
1,10,13,7,1,411,2,41,3,18,1,10,13,7,1,411,2,41,18
1,10,13,7,1,412,2,41,1,21,1,10,13,7,1,412,2,41,21
1,10,13,7,1,15,4,4,2,19,1,10,13,7,1,15,4,4,19
1,10,13,7,1,18,4,14,3,21,1,10,13,7,1,18,4,14,21
1,10,13,7,1,19,4,35,5,12,1,10,13,7,1,19,4,35,12
1,10,13,7,1,20,4,13,5,17,1,10,13,7,1,20,4,13,17
1,10,13,7,1,21,4,4,5,15,1,10,13,7,1,21,4,4,15
1,10,13,7,1,23,4,32,1,1,1,10,13,7,1,23,4,32,1
1,10,13,7,1,24,4,35,4,15,1,10,13,7,1,24,4,35,15
1,10,13,7,1,27,4,32,2,0,1,10,13,7,1,27,4,32,0
1,10,13,7,1,29,4,13,2,8,1,10,13,7,1,29,4,13,8
1,10,13,7,1,36,4,4,0,20,1,10,13,7,1,36,4,4,20
1,10,13,7,1,37,4,13,1,6,1,10,13,7,1,37,4,13,6
1,10,13,7,1,39,4,13,5,13,1,10,13,7,1,39,4,13,13
1,10,13,7,1,52,4,14,0,4,1,10,13,7,1,52,4,14,4
1,10,13,7,1,62,4,13,4,20,1,10,13,7,1,62,4,13,20
1,10,13,7,1,63,4,13,0,14,1,10,13,7,1,63,4,13,14
1,10,13,7,1,72,4,14,3,2,1,10,13,7,1,72,4,14,2
1,10,13,7,1,76,4,4,2,12,1,10,13,7,1,76,4,4,12
1,10,13,7,1,78,4,14,5,4,1,10,13,7,1,78,4,14,4
1,10,13,7,1,83,4,13,5,12,1,10,13,7,1,83,4,13,12
1,10,13,7,1,86,4,13,0,5,1,10,13,7,1,86,4,13,5
1,10,13,7,1,88,4,13,0,15,1,10,13,7,1,88,4,13,15
1,10,13,7,1,92,4,13,5,14,1,10,13,7,1,92,4,13,14
1,10,13,7,1,95,4,13,1,1,1,10,13,7,1,95,4,13,1
1,10,13,7,1,96,4,13,1,18,1,10,13,7,1,96,4,13,18
1,10,13,7,1,97,4,32,0,17,1,10,13,7,1,97,4,32,17
1,10,13,7,1,101,4,13,3,1,1,10,13,7,1,101,4,13,1
1,10,13,7,1,102,4,13,0,0,1,10,13,7,1,102,4,13,0
1,10,13,7,1,104,4,13,3,11,1,10,13,7,1,104,4,13,11
1,10,13,7,1,105,4,13,0,5,1,10,13,7,1,105,4,13,5
1,10,13,7,1,113,4,13,4,21,1,10,13,7,1,113,4,13,21
1,10,13,7,1,118,4,4,4,11,1,10,13,7,1,118,4,4,11
1,10,13,7,1,119,4,34,0,4,1,10,13,7,1,119,4,34,4
1,10,13,7,1,120,4,34,1,16,1,10,13,7,1,120,4,34,16
1,10,13,7,1,121,4,13,3,18,1,10,13,7,1,121,4,13,18
1,10,13,7,1,122,4,14,4,5,1,10,13,7,1,122,4,14,5
1,10,13,7,1,124,4,14,3,5,1,10,13,7,1,124,4,14,5
1,10,13,7,1,127,4,24,2,21,1,10,13,7,1,127,4,24,21
1,10,13,7,1,128,4,28,5,1,1,10,13,7,1,128,4,28,1
1,10,13,7,1,133,4,13,1,21,1,10,13,7,1,133,4,13,21
1,10,13,7,1,135,4,13,1,7,1,10,13,7,1,135,4,13,7
1,10,13,7,1,140,4,4,2,3,1,10,13,7,1,140,4,4,3
1,10,13,7,1,141,4,14,1,1,1,10,13,7,1,141,4,14,1
1,10,13,7,1,149,4,18,5,15,1,10,13,7,1,149,4,18,15
1,10,13,7,1,150,4,34,4,3,1,10,13,7,1,150,4,34,3
1,10,13,7,1,151,4,14,5,8,1,10,13,7,1,151,4,14,8
1,10,13,7,1,154,4,13,2,3,1,10,13,7,1,154,4,13,3
1,10,13,7,1,161,4,4,5,15,1,10,13,7,1,161,4,4,15
1,10,13,7,1,163,4,13,5,0,1,10,13,7,1,163,4,13,0
1,10,13,7,1,170,4,7,4,15,1,10,13,7,1,170,4,7,15
1,10,13,7,1,172,4,17,4,4,1,10,13,7,1,172,4,17,4
1,10,13,7,1,175,4,12,5,12,1,10,13,7,1,175,4,12,12
1,10,13,7,1,177,4,13,5,9,1,10,13,7,1,177,4,13,9
1,10,13,7,1,178,4,10,2,0,1,10,13,7,1,178,4,10,0
1,10,13,7,1,189,4,28,3,14,1,10,13,7,1,189,4,28,14
1,10,13,7,1,193,4,12,5,16,1,10,13,7,1,193,4,12,16
1,10,13,7,1,198,4,13,3,20,1,10,13,7,1,198,4,13,20
1,10,13,7,1,200,4,13,1,12,1,10,13,7,1,200,4,13,12
1,10,13,7,1,203,4,34,2,19,1,10,13,7,1,203,4,34,19
1,10,13,7,1,206,4,4,4,2,1,10,13,7,1,206,4,4,2
1,10,13,7,1,208,4,34,3,8,1,10,13,7,1,208,4,34,8
1,10,13,7,1,215,4,13,3,1,1,10,13,7,1,215,4,13,1
1,10,13,7,1,216,4,13,1,12,1,10,13,7,1,216,4,13,12
1,10,13,7,1,217,4,12,1,3,1,10,13,7,1,217,4,12,3
1,10,13,7,1,218,4,12,5,21,1,10,13,7,1,218,4,12,21
1,10,13,7,1,222,4,6,5,15,1,10,13,7,1,222,4,6,15
1,10,13,7,1,224,4,13,1,5,1,10,13,7,1,224,4,13,5
1,10,13,7,1,224,4,18,1,4,1,10,13,7,1,224,4,18,4
1,10,13,7,1,228,4,13,2,19,1,10,13,7,1,228,4,13,19
1,10,13,7,1,235,4,14,0,13,1,10,13,7,1,235,4,14,13
1,10,13,7,1,242,4,13,3,19,1,10,13,7,1,242,4,13,19
1,10,13,7,1,253,4,14,1,8,1,10,13,7,1,253,4,14,8
1,10,13,7,1,254,4,33,4,3,1,10,13,7,1,254,4,33,3
1,10,13,7,1,256,4,13,3,0,1,10,13,7,1,256,4,13,0
1,10,13,7,1,258,4,13,1,19,1,10,13,7,1,258,4,13,19
1,10,13,7,1,259,4,14,1,7,1,10,13,7,1,259,4,14,7
1,10,13,7,1,264,4,13,2,8,1,10,13,7,1,264,4,13,8
1,10,13,7,1,266,4,14,0,21,1,10,13,7,1,266,4,14,21
1,10,13,7,1,268,4,13,0,0,1,10,13,7,1,268,4,13,0
1,10,13,7,1,270,4,13,2,20,1,10,13,7,1,270,4,13,20
1,10,13,7,1,271,4,13,4,3,1,10,13,7,1,271,4,13,3
1,10,13,7,1,274,4,4,0,8,1,10,13,7,1,274,4,4,8
1,10,13,7,1,275,4,13,4,14,1,10,13,7,1,275,4,13,14
1,10,13,7,1,280,4,23,3,1,1,10,13,7,1,280,4,23,1
1,10,13,7,1,282,4,14,3,7,1,10,13,7,1,282,4,14,7
1,10,13,7,1,289,4,4,0,12,1,10,13,7,1,289,4,4,12
1,10,13,7,1,292,4,34,0,4,1,10,13,7,1,292,4,34,4
1,10,13,7,1,298,4,13,3,13,1,10,13,7,1,298,4,13,13
1,10,13,7,1,308,4,4,5,18,1,10,13,7,1,308,4,4,18
1,10,13,7,1,316,4,13,3,9,1,10,13,7,1,316,4,13,9
1,10,13,7,1,325,4,4,0,17,1,10,13,7,1,325,4,4,17
1,10,13,7,1,329,4,4,3,12,1,10,13,7,1,329,4,4,12
1,10,13,7,1,331,4,4,0,20,1,10,13,7,1,331,4,4,20
1,10,13,7,1,332,4,34,5,1,1,10,13,7,1,332,4,34,1
1,10,13,7,1,337,4,12,2,8,1,10,13,7,1,337,4,12,8
1,10,13,7,1,341,4,8,1,18,1,10,13,7,1,341,4,8,18
1,10,13,7,1,344,4,4,0,6,1,10,13,7,1,344,4,4,6
1,10,13,7,1,345,4,4,4,5,1,10,13,7,1,345,4,4,5
1,10,13,7,1,346,4,36,0,15,1,10,13,7,1,346,4,36,15
1,10,13,7,1,348,4,16,3,9,1,10,13,7,1,348,4,16,9
1,10,13,7,1,351,4,13,4,7,1,10,13,7,1,351,4,13,7
1,10,13,7,1,353,4,12,4,15,1,10,13,7,1,353,4,12,15
1,10,13,7,1,354,4,40,1,7,1,10,13,7,1,354,4,40,7
1,10,13,7,1,355,4,33,0,2,1,10,13,7,1,355,4,33,2
1,10,13,7,1,356,4,12,2,9,1,10,13,7,1,356,4,12,9
1,10,13,7,1,357,4,13,4,17,1,10,13,7,1,357,4,13,17
1,10,13,7,1,359,4,12,4,11,1,10,13,7,1,359,4,12,11
1,10,13,7,1,360,4,12,2,6,1,10,13,7,1,360,4,12,6
1,10,13,7,1,361,4,13,4,18,1,10,13,7,1,361,4,13,18
